Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date,ETF
AAF,AIRTEL AFRICA PLC,Communication,Equity,"30,663,365.56",0.02,"30,663,365.56","6,376,539.00",4.81,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
RBREW,ROYAL UNIBREW,Consumer Staples,Equity,"30,678,540.13",0.02,"30,678,540.13","352,831.00",86.95,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.35,--,IEFA
WGX,WESTGOLD RESOURCES LTD,Materials,Equity,"30,594,044.50",0.02,"30,594,044.50","6,727,115.00",4.55,Australia,Asx - All Markets,USD,1.4,--,IEFA
5.00E+02,SEATRIUM,Industrials,Equity,"30,567,265.57",0.02,"30,567,265.57","16,530,387.00",1.85,Singapore,Singapore Exchange,USD,1.27,--,IEFA
BGN,BANCA GENERALI,Financials,Equity,"30,546,131.39",0.02,"30,546,131.39","461,730.00",66.16,Italy,Borsa Italiana,USD,0.85,--,IEFA
9435,HIKARI TSUSHIN INC,Industrials,Equity,"30,482,875.05",0.02,"30,482,875.05","121,400.00",251.09,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
UNI,UNICAJA BANCO SA,Financials,Equity,"30,369,942.75",0.02,"30,369,942.75","9,039,787.00",3.36,Spain,Bolsa De Madrid,USD,0.85,--,IEFA
3281,GLP J-REIT REIT,Real Estate,Equity,"30,305,350.09",0.02,"30,305,350.09","34,314.00",883.18,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
2267,YAKULT HONSHA LTD,Consumer Staples,Equity,"30,288,156.48",0.02,"30,288,156.48","1,834,800.00",16.51,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
AJBU,KEPPEL DC REIT,Real Estate,Equity,"30,268,507.96",0.02,"30,268,507.96","16,162,493.00",1.87,Singapore,Singapore Exchange,USD,1.27,--,IEFA
SRP,SERCO GROUP PLC,Industrials,Equity,"30,269,049.37",0.02,"30,269,049.37","7,639,380.00",3.96,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
6845,AZBIL CORP,Information Technology,Equity,"30,278,314.59",0.02,"30,278,314.59","3,218,300.00",9.41,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
BAB,BABCOCK INTERNATIONAL GROUP PLC,Industrials,Equity,"30,181,580.17",0.02,"30,181,580.17","1,810,848.00",16.67,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
6856,HORIBA LTD,Information Technology,Equity,"30,047,500.71",0.02,"30,047,500.71","227,300.00",132.19,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
VATN,VALIANT HOLDING AG,Financials,Equity,"30,024,741.24",0.02,"30,024,741.24","128,463.00",233.72,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
4403,NOF CORP,Materials,Equity,"30,012,903.71",0.02,"30,012,903.71","1,521,200.00",19.73,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
WIX,WIX.COM LTD,Information Technology,Equity,"30,023,494.45",0.02,"30,023,494.45","397,399.00",75.55,Israel,NASDAQ,USD,1,--,IEFA
TUB,FINANCIERE DE TUBIZE SA,Health Care,Equity,"29,993,921.37",0.02,"29,993,921.37","114,672.00",261.56,Belgium,Nyse Euronext - Euronext Brussels,USD,0.85,--,IEFA
SUN,SULZER AG,Industrials,Equity,"29,963,672.79",0.02,"29,963,672.79","148,616.00",201.62,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
7261,MAZDA MOTOR CORP,Consumer Discretionary,Equity,"29,886,102.24",0.02,"29,886,102.24","4,295,400.00",6.96,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
EMG,MAN GROUP PLC,Financials,Equity,"29,870,867.98",0.02,"29,870,867.98","8,469,684.00",3.53,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
DNL,DYNO NOBEL LTD,Materials,Equity,"29,858,588.85",0.02,"29,858,588.85","13,028,217.00",2.29,Australia,Asx - All Markets,USD,1.4,--,IEFA
MING,SPAREBANK SMNS,Financials,Equity,"29,778,339.74",0.02,"29,778,339.74","1,320,489.00",22.55,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
4751,CYBER AGENT INC,Communication,Equity,"29,759,742.98",0.02,"29,759,742.98","3,478,800.00",8.55,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
ICL,ICL GROUP LTD,Materials,Equity,"29,661,721.55",0.02,"29,661,721.55","5,705,205.00",5.2,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
RED,REDEIA CORPORACION SA,Utilities,Equity,"29,653,919.58",0.02,"29,653,919.58","1,672,728.00",17.73,Spain,Bolsa De Madrid,USD,0.85,--,IEFA
RAA,RATIONAL AG,Industrials,Equity,"29,537,815.30",0.02,"29,537,815.30","36,712.00",804.58,Germany,Xetra,USD,0.85,--,IEFA
ADEN,ADECCO GROUP AG,Industrials,Equity,"29,509,141.29",0.02,"29,509,141.29","1,220,976.00",24.17,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
CMBN,CEMBRA MONEY BANK AG,Financials,Equity,"29,482,366.12",0.02,"29,482,366.12","219,693.00",134.2,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
4042,TOSOH CORP,Materials,Equity,"29,404,578.41",0.02,"29,404,578.41","1,915,400.00",15.35,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
2501,SAPPORO HOLDINGS LTD,Consumer Staples,Equity,"29,372,166.68",0.02,"29,372,166.68","2,476,200.00",11.86,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
KBCA,KBC ANCORA NV,Financials,Equity,"29,380,312.63",0.02,"29,380,312.63","313,160.00",93.82,Belgium,Nyse Euronext - Euronext Brussels,USD,0.85,--,IEFA
SALM,SALMAR,Consumer Staples,Equity,"29,366,202.17",0.02,"29,366,202.17","488,185.00",60.15,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
TW.,TAYLOR WIMPEY PLC,Consumer Discretionary,Equity,"29,344,408.79",0.02,"29,344,408.79","25,421,309.00",1.15,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
MTLN,METLEN ENERGY & METALS PLC,Industrials,Equity,"29,270,396.96",0.02,"29,270,396.96","737,848.00",39.67,Greece,London Stock Exchange,USD,0.85,--,IEFA
3110,NITTO BOSEKI LTD,Industrials,Equity,"29,203,565.47",0.02,"29,203,565.47","173,500.00",168.32,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
AKE,ARKEMA SA,Materials,Equity,"29,174,636.28",0.02,"29,174,636.28","399,744.00",72.98,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
U14,UOL GROUP LTD,Real Estate,Equity,"29,141,100.84",0.02,"29,141,100.84","3,467,600.00",8.4,Singapore,Singapore Exchange,USD,1.27,--,IEFA
UMI,UMICORE SA,Materials,Equity,"28,962,313.80",0.02,"28,962,313.80","1,395,562.00",20.75,Belgium,Nyse Euronext - Euronext Brussels,USD,0.85,--,IEFA
AGL,AGL ENERGY LTD,Utilities,Equity,"28,962,871.73",0.02,"28,962,871.73","4,343,678.00",6.67,Australia,Asx - All Markets,USD,1.4,--,IEFA
9684,SQUARE ENIX HLDG LTD,Communication,Equity,"28,964,875.11",0.02,"28,964,875.11","1,737,400.00",16.67,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
1721,COMSYS HOLDINGS CORP,Industrials,Equity,"28,938,763.43",0.02,"28,938,763.43","838,300.00",34.52,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
5711,MITSUBISHI MATERIALS CORP,Materials,Equity,"28,860,751.52",0.02,"28,860,751.52","833,000.00",34.65,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
3861,OJI HOLDINGS CORP,Materials,Equity,"28,858,676.37",0.02,"28,858,676.37","5,444,700.00",5.3,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
MOBN,MOBIMO HOLDING AG,Real Estate,Equity,"28,825,805.83",0.02,"28,825,805.83","58,303.00",494.41,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
BOL,BOLLORE,Energy,Equity,"28,815,473.86",0.02,"28,815,473.86","4,871,446.00",5.92,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
5838,RAKUTEN BANK LTD,Financials,Equity,"28,816,507.61",0.02,"28,816,507.61","698,500.00",41.25,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
DKK,DKK CASH,Cash and/or Derivatives,Cash,"28,796,968.19",0.02,"28,796,968.19","182,817,553.00",15.75,Denmark,--,USD,6.35,--,IEFA
KGX,KION GROUP AG,Industrials,Equity,"28,799,468.62",0.02,"28,799,468.62","518,445.00",55.55,Germany,Xetra,USD,0.85,--,IEFA
PAF,PAN AFRICAN RESOURCES PLC,Materials,Equity,"28,778,490.73",0.02,"28,778,490.73","13,110,611.00",2.2,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
GL9,GLANBIA PLC,Consumer Staples,Equity,"28,730,127.86",0.02,"28,730,127.86","1,412,414.00",20.34,Ireland,Irish Stock Exchange - All Market,USD,0.85,--,IEFA
3462,NOMURA REAL ESTATE MASTER FUND REI,Real Estate,Equity,"28,678,869.89",0.02,"28,678,869.89","27,896.00","1,028.06",Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
AXFO,AXFOOD,Consumer Staples,Equity,"28,624,855.30",0.02,"28,624,855.30","815,795.00",35.09,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
9412,SKY PERFECT JSAT CORP,Communication,Equity,"28,544,584.08",0.02,"28,544,584.08","1,362,800.00",20.95,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
SUNN,SUNRISE N CLASS A LTD,Communication,Equity,"28,527,890.48",0.02,"28,527,890.48","482,508.00",59.12,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
TUI1,TUI N AG,Consumer Discretionary,Equity,"28,464,847.77",0.02,"28,464,847.77","3,317,031.00",8.58,United Kingdom,Xetra,USD,0.85,--,IEFA
SEK,SEEK LTD,Communication,Equity,"28,448,880.99",0.02,"28,448,880.99","2,572,667.00",11.06,Australia,Asx - All Markets,USD,1.4,--,IEFA
5393,NICHIAS CORP,Industrials,Equity,"28,414,030.05",0.02,"28,414,030.05","1,485,700.00",19.13,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
FTK,FLATEXDEGIRO N,Financials,Equity,"28,395,613.80",0.02,"28,395,613.80","626,229.00",45.34,Germany,Xetra,USD,0.85,--,IEFA
7729,TOKYO SEIMITSU LTD,Information Technology,Equity,"28,375,696.87",0.02,"28,375,696.87","277,200.00",102.37,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
MGOR,MEGA OR HOLDINGS LTD,Real Estate,Equity,"28,287,695.22",0.02,"28,287,695.22","149,570.00",189.13,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
CCL,CARNIVAL PLC,Consumer Discretionary,Equity,"28,289,313.53",0.02,"28,289,313.53","983,517.00",28.76,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
WOR,WORLEY LTD,Industrials,Equity,"28,275,944.18",0.02,"28,275,944.18","3,547,216.00",7.97,Australia,Asx - All Markets,USD,1.4,--,IEFA
4182,MITSUBISHI GAS CHEMICAL INC,Materials,Equity,"28,097,339.13",0.02,"28,097,339.13","1,053,700.00",26.67,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
C09,CITY DEVELOPMENTS LTD,Real Estate,Equity,"28,080,807.33",0.02,"28,080,807.33","4,087,800.00",6.87,Singapore,Singapore Exchange,USD,1.27,01-Jan-98,IEFA
2587,SUNTORY BEVERAGE & FOOD LTD,Consumer Staples,Equity,"28,067,484.33",0.02,"28,067,484.33","958,600.00",29.28,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
SECT B,SECTRA CLASS B,Health Care,Equity,"27,958,573.95",0.02,"27,958,573.95","965,188.00",28.97,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
6724,SEIKO EPSON CORP,Information Technology,Equity,"27,923,698.38",0.02,"27,923,698.38","2,073,800.00",13.46,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
MGDL,MIGDAL INSURANCE AND FINANCIAL HOL,Financials,Equity,"27,931,781.53",0.02,"27,931,781.53","4,512,870.00",6.19,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
6481,THK LTD,Industrials,Equity,"27,901,116.89",0.02,"27,901,116.89","774,600.00",36.02,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
FNTN,FREENET AG,Communication,Equity,"27,743,893.23",0.02,"27,743,893.23","858,292.00",32.32,Germany,Xetra,USD,0.85,--,IEFA
8984,DAIWA HOUSE REIT CORP,Real Estate,Equity,"27,722,342.12",0.02,"27,722,342.12","34,408.00",805.69,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
RS1,RS GROUP PLC,Industrials,Equity,"27,686,761.57",0.02,"27,686,761.57","3,361,877.00",8.24,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
5344,MARUWA (OWARIASAHI) LTD,Information Technology,Equity,"27,651,340.20",0.02,"27,651,340.20","62,600.00",441.71,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
3283,NIPPON PROLOGIS REIT INC,Real Estate,Equity,"27,578,418.22",0.02,"27,578,418.22","49,080.00",561.91,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
HER,HERA,Utilities,Equity,"27,552,100.95",0.02,"27,552,100.95","5,683,771.00",4.85,Italy,Borsa Italiana,USD,0.85,--,IEFA
6269,MODEC INC,Energy,Equity,"27,519,254.15",0.02,"27,519,254.15","337,600.00",81.51,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
INCH,INCHCAPE PLC,Consumer Discretionary,Equity,"27,465,345.13",0.02,"27,465,345.13","2,498,167.00",10.99,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
9041,KINTETSU GROUP HOLDINGS LTD,Industrials,Equity,"27,452,650.48",0.02,"27,452,650.48","1,276,500.00",21.51,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
3086,J.FRONT RETAILING LTD,Consumer Discretionary,Equity,"27,440,111.50",0.02,"27,440,111.50","1,751,500.00",15.67,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
G13,GENTING SINGAPORE LTD,Consumer Discretionary,Equity,"27,395,728.06",0.02,"27,395,728.06","49,384,200.00",0.55,Singapore,Singapore Exchange,USD,1.27,--,IEFA
GFC,GECINA SA,Real Estate,Equity,"27,372,952.76",0.02,"27,372,952.76","320,518.00",85.4,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
4324,DENTSU GROUP INC,Communication,Equity,"27,366,695.01",0.02,"27,366,695.01","1,367,000.00",20.02,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
SAE,SHUFERSAL LTD,Consumer Staples,Equity,"27,232,857.03",0.01,"27,232,857.03","1,808,465.00",15.06,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
WPP,WPP PLC,Communication,Equity,"27,214,917.01",0.01,"27,214,917.01","7,594,306.00",3.58,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
ROR,ROTORK PLC,Industrials,Equity,"27,012,992.46",0.01,"27,012,992.46","5,920,448.00",4.56,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
1951,EXEO GROUP INC,Industrials,Equity,"26,951,615.48",0.01,"26,951,615.48","1,516,100.00",17.78,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
LATO B,LATOUR INVESTMENT CLASS B,Industrials,Equity,"26,935,908.58",0.01,"26,935,908.58","1,034,071.00",26.05,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
CWK,CRANSWICK PLC,Consumer Staples,Equity,"26,899,856.80",0.01,"26,899,856.80","370,427.00",72.62,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
2282,NH FOODS LTD,Consumer Staples,Equity,"26,849,078.71",0.01,"26,849,078.71","625,500.00",42.92,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
FLS,FLSMIDTH AND CO CLASS B,Industrials,Equity,"26,824,079.15",0.01,"26,824,079.15","319,199.00",84.04,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.35,--,IEFA
AALB,AALBERTS NV,Industrials,Equity,"26,550,538.51",0.01,"26,550,538.51","712,411.00",37.27,Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
V03,VENTURE CORPORATION LTD,Information Technology,Equity,"26,491,798.40",0.01,"26,491,798.40","2,064,200.00",12.83,Singapore,Singapore Exchange,USD,1.27,--,IEFA
MANTA,MANDATUM,Financials,Equity,"26,442,789.57",0.01,"26,442,789.57","3,089,876.00",8.56,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,--,IEFA
6806,HIROSE ELECTRIC LTD,Information Technology,Equity,"26,443,216.95",0.01,"26,443,216.95","194,745.00",135.78,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
GLBE,GLOBAL E ONLINE LTD,Consumer Discretionary,Equity,"26,370,826.35",0.01,"26,370,826.35","797,907.00",33.05,Israel,NASDAQ,USD,1,--,IEFA
CWY,CLEANAWAY WASTE MANAGEMENT LTD,Industrials,Equity,"26,314,981.02",0.01,"26,314,981.02","15,837,286.00",1.66,Australia,Asx - All Markets,USD,1.4,--,IEFA
ITV,ITV PLC,Communication,Equity,"26,319,555.23",0.01,"26,319,555.23","24,028,158.00",1.1,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
4151,KYOWA KIRIN LTD,Health Care,Equity,"26,297,427.95",0.01,"26,297,427.95","1,690,800.00",15.55,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
5214,NIPPON ELECTRIC GLASS LTD,Information Technology,Equity,"26,177,182.27",0.01,"26,177,182.27","551,200.00",47.49,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
6787,MEIKO ELECTRONICS LTD,Information Technology,Equity,"25,851,107.12",0.01,"25,851,107.12","150,100.00",172.23,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
5631,JAPAN STEEL WORKS LTD,Industrials,Equity,"25,769,031.47",0.01,"25,769,031.47","448,100.00",57.51,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
VAU,VAULT MINERALS LTD,Materials,Equity,"25,755,643.15",0.01,"25,755,643.15","7,635,143.00",3.37,Australia,Asx - All Markets,USD,1.4,--,IEFA
7189,NISHI-NIPPON FINANCIAL HOLDINGS IN,Financials,Equity,"25,764,478.88",0.01,"25,764,478.88","997,800.00",25.82,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
NOK,NOK CASH,Cash and/or Derivatives,Cash,"25,653,926.01",0.01,"25,653,926.01","239,464,007.00",10.71,Norway,--,USD,9.33,--,IEFA
COV,COVIVIO SA,Real Estate,Equity,"25,618,774.54",0.01,"25,618,774.54","373,300.00",68.63,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
8253,CREDIT SAISON LTD,Financials,Equity,"25,590,792.78",0.01,"25,590,792.78","925,800.00",27.64,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
BC,BRUNELLO CUCINELLI,Consumer Discretionary,Equity,"25,569,123.65",0.01,"25,569,123.65","250,533.00",102.06,Italy,Borsa Italiana,USD,0.85,--,IEFA
3231,NOMURA REAL ESTATE HOLDINGS INC,Real Estate,Equity,"25,488,466.41",0.01,"25,488,466.41","3,901,800.00",6.53,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
6674,GS YUASA CORP,Consumer Discretionary,Equity,"25,422,870.64",0.01,"25,422,870.64","611,200.00",41.6,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
ME8U,MAPLETREE INDUSTRIAL UNITS TRUST,Real Estate,Equity,"25,425,799.43",0.01,"25,425,799.43","15,685,620.00",1.62,Singapore,Singapore Exchange,USD,1.27,--,IEFA
9506,TOHOKU ELECTRIC POWER INC,Utilities,Equity,"25,430,328.20",0.01,"25,430,328.20","3,448,900.00",7.37,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
BOQ,BANK OF QUEENSLAND LTD,Financials,Equity,"25,409,235.89",0.01,"25,409,235.89","4,853,331.00",5.24,Australia,Asx - All Markets,USD,1.4,--,IEFA
DOW,DOWNER EDI LTD,Industrials,Equity,"25,376,797.04",0.01,"25,376,797.04","4,820,756.00",5.26,Australia,Asx - All Markets,USD,1.4,--,IEFA
RUI,RUBIS,Utilities,Equity,"25,295,341.91",0.01,"25,295,341.91","631,647.00",40.05,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
EDV,ENDEAVOUR GROUP LTD,Consumer Staples,Equity,"25,296,851.64",0.01,"25,296,851.64","10,638,835.00",2.38,Australia,Asx - All Markets,USD,1.4,--,IEFA
PNN,PENNON GROUP PLC,Utilities,Equity,"25,269,684.33",0.01,"25,269,684.33","3,438,169.00",7.35,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
SEK,SEK CASH,Cash and/or Derivatives,Cash,"25,257,903.26",0.01,"25,257,903.26","231,068,139.00",10.93,Sweden,--,USD,9.15,--,IEFA
TEG,TAG IMMOBILIEN AG,Real Estate,Equity,"25,151,520.78",0.01,"25,151,520.78","1,375,818.00",18.28,Germany,Xetra,USD,0.85,--,IEFA
2897,NISSIN FOODS HOLDINGS LTD,Consumer Staples,Equity,"25,162,237.55",0.01,"25,162,237.55","1,343,100.00",18.73,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
6965,HAMAMATSU PHOTONICS,Information Technology,Equity,"25,140,092.60",0.01,"25,140,092.60","2,044,500.00",12.3,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
NOD,NORDIC SEMICONDUCTOR,Information Technology,Equity,"25,113,516.40",0.01,"25,113,516.40","1,284,491.00",19.55,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
6302,SUMITOMO HEAVY INDUSTRIES LTD,Industrials,Equity,"25,118,079.94",0.01,"25,118,079.94","751,200.00",33.44,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
1963,JGC HOLDINGS CORP,Industrials,Equity,"25,127,374.09",0.01,"25,127,374.09","1,628,100.00",15.43,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
LOOMIS,LOOMIS CLASS B,Industrials,Equity,"25,105,296.06",0.01,"25,105,296.06","516,349.00",48.62,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
7003,MITSUI E&S LTD,Industrials,Equity,"25,018,267.66",0.01,"25,018,267.66","706,300.00",35.42,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
TEP,TELEPERFORMANCE,Industrials,Equity,"24,966,573.17",0.01,"24,966,573.17","385,905.00",64.7,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
9364,KAMIGUMI LTD,Industrials,Equity,"24,881,171.69",0.01,"24,881,171.69","741,600.00",33.55,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
9513,ELECTRIC POWER DEVELOPMENT LTD,Utilities,Equity,"24,886,346.03",0.01,"24,886,346.03","1,047,900.00",23.75,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
CMM,CAPRICORN METALS LTD DEF,Materials,Equity,"24,887,609.80",0.01,"24,887,609.80","2,944,875.00",8.45,Australia,Asx - All Markets,USD,1.4,--,IEFA
6465,HOSHIZAKI CORP,Industrials,Equity,"24,810,210.09",0.01,"24,810,210.09","775,600.00",31.99,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
SWEC B,SWECO CLASS B,Industrials,Equity,"24,790,175.28",0.01,"24,790,175.28","1,511,928.00",16.4,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
8,PCCW LTD,Communication,Equity,"24,721,225.12",0.01,"24,721,225.12","32,105,000.00",0.77,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
HUH1V,HUHTAMAKI,Materials,Equity,"24,703,645.91",0.01,"24,703,645.91","734,289.00",33.64,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,--,IEFA
IP,INTERPUMP GROUP,Industrials,Equity,"24,565,594.33",0.01,"24,565,594.33","547,735.00",44.85,Italy,Borsa Italiana,USD,0.85,--,IEFA
6305,HITACHI CONSTRUCTION MACHINERY LTD,Industrials,Equity,"24,351,110.27",0.01,"24,351,110.27","711,900.00",34.21,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
M44U,MAPLETREE LOGISTICS TRUST UNITS,Real Estate,Equity,"24,304,775.35",0.01,"24,304,775.35","24,710,179.00",0.98,Singapore,Singapore Exchange,USD,1.27,--,IEFA
QLT,QUILTER PLC,Financials,Equity,"24,201,092.99",0.01,"24,201,092.99","9,806,162.00",2.47,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
DLEKG,DELEK GROUP LTD,Energy,Equity,"24,164,001.34",0.01,"24,164,001.34","74,460.00",324.52,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
GRF,GRIFOLS SA CLASS A,Health Care,Equity,"24,136,044.72",0.01,"24,136,044.72","2,187,305.00",11.03,Spain,Bolsa De Madrid,USD,0.85,--,IEFA
4536,SANTEN PHARMACEUTICAL LTD,Health Care,Equity,"24,141,389.02",0.01,"24,141,389.02","2,187,400.00",11.04,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
WIE,WIENERBERGER AG,Materials,Equity,"24,100,112.70",0.01,"24,100,112.70","804,767.00",29.95,Austria,Wiener Boerse Ag,USD,0.85,--,IEFA
8960,UNITED URBAN INVESTMENT REIT CORP,Real Estate,Equity,"24,059,746.76",0.01,"24,059,746.76","21,397.00","1,124.44",Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
CCC,COMPUTACENTER PLC,Information Technology,Equity,"23,926,490.18",0.01,"23,926,490.18","520,694.00",45.95,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
ALX,ATLAS ARTERIA STAPLED UNITS,Industrials,Equity,"23,878,332.92",0.01,"23,878,332.92","7,789,793.00",3.07,Australia,Asx - All Markets,USD,1.4,--,IEFA
IVG,IVECO GROUP NV,Industrials,Equity,"23,855,197.25",0.01,"23,855,197.25","1,448,550.00",16.47,Italy,Borsa Italiana,USD,0.85,--,IEFA
QQ.,QINETIQ GROUP PLC,Industrials,Equity,"23,808,429.08",0.01,"23,808,429.08","3,677,084.00",6.47,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
FDJU,FDJ UNITED,Consumer Discretionary,Equity,"23,818,638.44",0.01,"23,818,638.44","774,365.00",30.76,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
8954,ORIX JREIT REIT INC,Real Estate,Equity,"23,795,395.13",0.01,"23,795,395.13","37,400.00",636.24,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
8418,YAMAGUCHI FINANCIAL GROUP INC,Financials,Equity,"23,704,438.88",0.01,"23,704,438.88","1,375,100.00",17.24,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
SDF,STEADFAST GROUP LTD,Financials,Equity,"23,626,614.64",0.01,"23,626,614.64","7,531,701.00",3.14,Australia,Asx - All Markets,USD,1.4,--,IEFA
6268,NABTESCO CORP,Industrials,Equity,"23,567,901.35",0.01,"23,567,901.35","766,500.00",30.75,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
