Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date,ETF
2810,HOUSE FOODS GROUP,Consumer Staples,Equity,"10,796,180.67",0.01,"10,796,180.67","555,900.00",19.42,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
NONG,SPAREBANK NORD-NORGE,Financials,Equity,"10,767,201.56",0.01,"10,767,201.56","630,523.00",17.08,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
9069,SENKO GROUP HOLDINGS LTD,Industrials,Equity,"10,777,618.82",0.01,"10,777,618.82","897,400.00",12.01,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
ELAL,EL AL ISRAEL AIRLINES LTD,Industrials,Equity,"10,742,434.33",0.01,"10,742,434.33","2,326,749.00",4.62,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
8086,NIPRO CORP,Health Care,Equity,"10,728,476.80",0.01,"10,728,476.80","1,064,100.00",10.08,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
SK,SEB SA,Consumer Discretionary,Equity,"10,730,835.25",0.01,"10,730,835.25","181,955.00",58.98,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
DEC,JCDECAUX,Communication,Equity,"10,740,335.82",0.01,"10,740,335.82","458,263.00",23.44,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
DAN,DANIELI,Industrials,Equity,"10,741,140.19",0.01,"10,741,140.19","134,881.00",79.63,Italy,Borsa Italiana,USD,0.85,--,IEFA
IMPN,IMPLENIA AG,Industrials,Equity,"10,718,173.62",0.01,"10,718,173.62","125,886.00",85.14,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
KINV B,KINNEVIK CLASS B,Financials,Equity,"10,720,845.14",0.01,"10,720,845.14","1,809,558.00",5.92,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
WBD,WEBUILD,Industrials,Equity,"10,689,971.14",0.01,"10,689,971.14","3,495,470.00",3.06,Italy,Borsa Italiana,USD,0.85,--,IEFA
SMHN,SUSS MICROTEC N,Information Technology,Equity,"10,703,239.91",0.01,"10,703,239.91","135,709.00",78.87,Germany,Xetra,USD,0.85,--,IEFA
RIT1,REIT REIT LTD,Real Estate,Equity,"10,684,185.51",0.01,"10,684,185.51","1,325,105.00",8.06,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
ZEHN,ZEHNDER GROUP AG,Industrials,Equity,"10,687,008.35",0.01,"10,687,008.35","110,371.00",96.83,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
HDN,HOMECO DAILY NEEDS UNITS,Real Estate,Equity,"10,634,000.44",0.01,"10,634,000.44","12,022,517.00",0.88,Australia,Asx - All Markets,USD,1.4,--,IEFA
AF,AIR FRANCE-KLM SA,Industrials,Equity,"10,603,009.34",0.01,"10,603,009.34","878,338.00",12.07,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
AUTO,AUTOSTORE HOLDINGS LTD,Industrials,Equity,"10,603,337.01",0.01,"10,603,337.01","8,997,799.00",1.18,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
HMS,HMS NETWORKS,Information Technology,Equity,"10,614,564.37",0.01,"10,614,564.37","198,175.00",53.56,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
2327,NS SOLUTIONS CORP,Information Technology,Equity,"10,587,515.83",0.01,"10,587,515.83","438,600.00",24.14,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
ORA,ORORA LTD,Materials,Equity,"10,590,988.70",0.01,"10,590,988.70","9,991,725.00",1.06,Australia,Asx - All Markets,USD,1.4,--,IEFA
8616,TOKAI TOKYO FINANCIAL HOLDINGS INC,Financials,Equity,"10,595,831.05",0.01,"10,595,831.05","2,260,800.00",4.69,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
8078,HANWA LTD,Industrials,Equity,"10,566,732.81",0.01,"10,566,732.81","1,016,000.00",10.4,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
4922,KOSE HOLDINGS CORP,Consumer Staples,Equity,"10,570,033.70",0.01,"10,570,033.70","290,000.00",36.45,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
4208,UBE CORP,Materials,Equity,"10,543,906.89",0.01,"10,543,906.89","693,800.00",15.2,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
CAI,CA IMMOBILIEN ANLAGEN AG,Real Estate,Equity,"10,524,424.46",0.01,"10,524,424.46","338,659.00",31.08,Austria,Wiener Boerse Ag,USD,0.85,--,IEFA
VGP,VGP NV,Real Estate,Equity,"10,537,293.07",0.01,"10,537,293.07","95,636.00",110.18,Belgium,Nyse Euronext - Euronext Brussels,USD,0.85,--,IEFA
CMBTO,CMB.TECH NV,Energy,Equity,"10,539,576.28",0.01,"10,539,576.28","798,544.00",13.2,Belgium,Oslo Bors Asa,USD,9.33,--,IEFA
PFD,PREMIER FOODS PLC,Consumer Staples,Equity,"10,507,453.83",0.01,"10,507,453.83","3,956,243.00",2.66,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
LIAB,LINDAB INTERNATIONAL,Industrials,Equity,"10,487,973.51",0.01,"10,487,973.51","588,275.00",17.83,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
9076,SEINO HOLDINGS LTD,Industrials,Equity,"10,491,727.30",0.01,"10,491,727.30","670,900.00",15.64,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
BFSA,BEFESA SA,Industrials,Equity,"10,494,164.71",0.01,"10,494,164.71","261,051.00",40.2,Germany,Xetra,USD,0.85,--,IEFA
AMG,AMG CRITICAL MATERIALS NV,Materials,Equity,"10,478,022.62",0.01,"10,478,022.62","247,530.00",42.33,Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
4887,SAWAI GROUP HOLDINGS LTD,Health Care,Equity,"10,478,208.13",0.01,"10,478,208.13","759,700.00",13.79,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
303,VTECH HOLDINGS LTD,Information Technology,Equity,"10,482,623.02",0.01,"10,482,623.02","1,325,100.00",7.91,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
MOZN,MOBILEZONE HOLDING AG,Consumer Discretionary,Equity,"10,457,176.91",0.01,"10,457,176.91","579,161.00",18.06,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
SUL,SUPER RETAIL GROUP LTD,Consumer Discretionary,Equity,"10,467,115.69",0.01,"10,467,115.69","1,153,496.00",9.07,Australia,Asx - All Markets,USD,1.4,--,IEFA
OBM,ORA BANDA MINING LTD,Materials,Equity,"10,440,114.69",0.01,"10,440,114.69","9,344,291.00",1.12,Australia,Asx - All Markets,USD,1.4,--,IEFA
AMP,AMPLIFON,Health Care,Equity,"10,444,444.41",0.01,"10,444,444.41","886,379.00",11.78,Italy,Borsa Italiana,USD,0.85,--,IEFA
TRN,TRAINLINE PLC,Consumer Discretionary,Equity,"10,417,145.90",0.01,"10,417,145.90","3,151,915.00",3.31,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
ITRN,ITURAN LOCATION AND CONTROL LTD,Information Technology,Equity,"10,421,778.40",0.01,"10,421,778.40","187,240.00",55.66,Israel,NASDAQ,USD,1,--,IEFA
WAWI,WALLENIUS WILHELMSEN,Industrials,Equity,"10,427,367.28",0.01,"10,427,367.28","813,143.00",12.82,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
EXA,EXAIL TECHNOLOGIES SA,Industrials,Equity,"10,364,372.79",0.01,"10,364,372.79","72,051.00",143.85,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
BURE,BURE EQUITY,Financials,Equity,"10,356,973.44",0.01,"10,356,973.44","368,674.00",28.09,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
BTDR,BITDEER TECHNOLOGIES GROUP CLASS A,Information Technology,Equity,"10,306,482.43",0.01,"10,306,482.43","790,981.00",13.03,Singapore,NASDAQ,USD,1,--,IEFA
8544,KEIYO BANK LTD,Financials,Equity,"10,315,109.14",0.01,"10,315,109.14","737,600.00",13.98,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
7716,NAKANISHI INC,Health Care,Equity,"10,318,973.83",0.01,"10,318,973.83","581,500.00",17.75,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
FII,LISI SA,Industrials,Equity,"10,293,764.04",0.01,"10,293,764.04","142,421.00",72.28,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
1861,KUMAGAI LTD,Industrials,Equity,"10,271,446.66",0.01,"10,271,446.66","1,078,400.00",9.52,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
FIE,FIELMANN GROUP AG,Consumer Discretionary,Equity,"10,264,152.60",0.01,"10,264,152.60","185,324.00",55.38,Germany,Xetra,USD,0.85,--,IEFA
NOS,NOS SGPS SA,Communication,Equity,"10,238,937.27",0.01,"10,238,937.27","1,556,006.00",6.58,Portugal,Nyse Euronext - Euronext Lisbon,USD,0.85,--,IEFA
2433,HAKUHODO DY HOLDINGS INC,Communication,Equity,"10,224,575.26",0.01,"10,224,575.26","1,488,400.00",6.87,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
MERY,MERCIALYS REIT SA,Real Estate,Equity,"10,227,984.40",0.01,"10,227,984.40","675,643.00",15.14,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
1885,TOA (TOKYO) CORP,Industrials,Equity,"10,198,321.84",0.01,"10,198,321.84","557,100.00",18.31,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
C2PU,PARKWAY LIFE REIT TRUST,Real Estate,Equity,"10,204,508.79",0.01,"10,204,508.79","3,210,000.00",3.18,Singapore,Singapore Exchange,USD,1.27,--,IEFA
3994,MONEY FORWARD INC,Information Technology,Equity,"10,180,856.09",0.01,"10,180,856.09","312,000.00",32.63,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
BOSN,BOSSARD HOLDING AG,Industrials,Equity,"10,189,273.79",0.01,"10,189,273.79","48,827.00",208.68,Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
RAT,RATHBONES GROUP PLC,Financials,Equity,"10,191,897.13",0.01,"10,191,897.13","364,974.00",27.93,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
ALHG,LOUIS HACHETTE GROUP SA,Communication,Equity,"10,193,086.66",0.01,"10,193,086.66","4,990,849.00",2.04,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
7211,MITSUBISHI MOTORS CORP,Consumer Discretionary,Equity,"10,195,928.38",0.01,"10,195,928.38","4,824,300.00",2.11,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
5703,NIPPON LIGHT METAL HOLDINGS LTD,Materials,Equity,"10,164,838.45",0.01,"10,164,838.45","547,360.00",18.57,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
5301,TOKAI CARBON LTD,Materials,Equity,"10,166,965.89",0.01,"10,166,965.89","1,537,100.00",6.61,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
3387,CREATE RESTAURANTS HOLDINGS INC,Consumer Discretionary,Equity,"10,144,803.30",0.01,"10,144,803.30","2,170,400.00",4.67,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
TYRES,NOKIAN RENKAAT,Consumer Discretionary,Equity,"10,131,211.53",0.01,"10,131,211.53","905,001.00",11.19,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,--,IEFA
MONT,MONTEA NV,Real Estate,Equity,"10,139,466.75",0.01,"10,139,466.75","118,156.00",85.81,Belgium,Nyse Euronext - Euronext Brussels,USD,0.85,--,IEFA
3116,TOYOTA BOSHOKU CORP,Consumer Discretionary,Equity,"10,117,267.32",0.01,"10,117,267.32","641,400.00",15.77,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
HLI,HELIA GROUP LTD,Financials,Equity,"10,119,789.27",0.01,"10,119,789.27","2,606,981.00",3.88,Australia,Asx - All Markets,USD,1.4,--,IEFA
MTRX,MATRIX IT LTD,Information Technology,Equity,"10,120,517.35",0.01,"10,120,517.35","332,420.00",30.44,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
NIC,NICKEL INDUSTRIES LTD,Materials,Equity,"10,088,721.06",0.01,"10,088,721.06","14,157,244.00",0.71,Australia,Asx - All Markets,USD,1.4,--,IEFA
3234,MORI HILLS INVESTMENT REIT CORP,Real Estate,Equity,"10,091,864.94",0.01,"10,091,864.94","11,771.00",857.35,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
IPS,IPSOS SA,Communication,Equity,"10,104,486.21",0.01,"10,104,486.21","259,331.00",38.96,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
7956,PIGEON CORP,Consumer Staples,Equity,"10,072,310.31",0.01,"10,072,310.31","941,100.00",10.7,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
3360,SHIP HEALTHCARE HOLDINGS INC,Health Care,Equity,"10,020,331.66",0.01,"10,020,331.66","669,900.00",14.96,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
SCHO,SCHOUW AND CO,Consumer Staples,Equity,"9,980,534.77",0.01,"9,980,534.77","96,735.00",103.17,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.35,--,IEFA
LSG,LEROY SEAFOOD GROUP,Consumer Staples,Equity,"9,963,907.51",0.01,"9,963,907.51","1,974,673.00",5.05,Norway,Oslo Bors Asa,USD,9.33,--,IEFA
2222,KOTOBUKI SPIRITS LTD,Consumer Staples,Equity,"9,953,703.74",0.01,"9,953,703.74","777,800.00",12.8,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
DUE,DUERR AG,Industrials,Equity,"9,956,066.90",0.01,"9,956,066.90","375,901.00",26.49,Germany,Xetra,USD,0.85,--,IEFA
6432,TAKEUCHI MFG LTD,Industrials,Equity,"9,923,997.61",0.01,"9,923,997.61","236,900.00",41.89,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
MCOV B,MEDICOVER CLASS B,Health Care,Equity,"9,924,629.36",0.01,"9,924,629.36","447,261.00",22.19,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
3295,HULIC REIT INC,Real Estate,Equity,"9,928,186.71",0.01,"9,928,186.71","9,500.00","1,045.07",Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
8YZ,YANGZIJIANG MARITIME DEVELOPMENT L,Industrials,Equity,"9,933,869.06",0.01,"9,933,869.06","18,702,900.00",0.53,Singapore,Singapore Exchange,USD,1.27,--,IEFA
7224,SHINMAYWA INDUSTRIES LTD,Industrials,Equity,"9,906,533.12",0.01,"9,906,533.12","659,100.00",15.03,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
2730,EDION CORP,Consumer Discretionary,Equity,"9,915,119.22",0.01,"9,915,119.22","717,400.00",13.82,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
FUR,FUGRO NV CLASS C,Industrials,Equity,"9,919,450.76",0.01,"9,919,450.76","792,725.00",12.51,Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
AIY,IFAST CORPORATION LTD,Financials,Equity,"9,923,161.66",0.01,"9,923,161.66","1,315,000.00",7.55,Singapore,Singapore Exchange,USD,1.27,--,IEFA
9A4U,ESR REAL ESTATE INVESTMENT TRUST U,Real Estate,Equity,"9,899,894.81",0.01,"9,899,894.81","5,114,342.00",1.94,Singapore,Singapore Exchange,USD,1.27,--,IEFA
WAF,SILTRONIC N AG,Information Technology,Equity,"9,899,955.75",0.01,"9,899,955.75","122,507.00",80.81,Germany,Xetra,USD,0.85,--,IEFA
4114,NIPPON SHOKUBAI LTD,Materials,Equity,"9,901,085.07",0.01,"9,901,085.07","719,500.00",13.76,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
DRR,DETERRA ROYALTIES LTD,Materials,Equity,"9,876,931.29",0.01,"9,876,931.29","3,307,133.00",2.99,Australia,Asx - All Markets,USD,1.4,--,IEFA
NYF,NYFOSA,Real Estate,Equity,"9,855,395.37",0.01,"9,855,395.37","1,283,425.00",7.68,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
BREE,BREEDON GROUP PLC,Materials,Equity,"9,836,657.25",0.01,"9,836,657.25","2,238,160.00",4.39,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
CQR,CHARTER HALL RETAIL UNITS,Real Estate,Equity,"9,849,789.77",0.01,"9,849,789.77","3,562,914.00",2.76,Australia,Asx - All Markets,USD,1.4,--,IEFA
POST,OSTERREICHISCHE POST AG,Industrials,Equity,"9,797,378.25",0.01,"9,797,378.25","237,799.00",41.2,Austria,Wiener Boerse Ag,USD,0.85,--,IEFA
INWI,INWIDO,Industrials,Equity,"9,810,232.80",0.01,"9,810,232.80","544,584.00",18.01,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
DYL,DEEP YELLOW LTD,Energy,Equity,"9,810,570.40",0.01,"9,810,570.40","6,953,344.00",1.41,Australia,Asx - All Markets,USD,1.4,--,IEFA
BIOG B,BIOGAIA CLASS B,Health Care,Equity,"9,813,122.58",0.01,"9,813,122.58","732,848.00",13.39,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
INRN,INTERROLL HOLDING AG,Industrials,Equity,"9,787,538.20",0.01,"9,787,538.20","4,478.00","2,185.69",Switzerland,SIX Swiss Exchange,USD,0.78,--,IEFA
IMD,IMDEX LTD,Materials,Equity,"9,770,727.60",0.01,"9,770,727.60","3,351,955.00",2.91,Australia,Asx - All Markets,USD,1.4,--,IEFA
ZIG,ZIGUP PLC,Industrials,Equity,"9,744,589.02",0.01,"9,744,589.02","1,730,117.00",5.63,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
DNLM,DUNELM GROUP PLC,Consumer Discretionary,Equity,"9,750,335.18",0.01,"9,750,335.18","887,954.00",10.98,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
ORL,OIL REFINERIES LTD,Energy,Equity,"9,751,239.14",0.01,"9,751,239.14","21,718,669.00",0.45,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
SIX2,SIXT,Industrials,Equity,"9,708,376.29",0.01,"9,708,376.29","108,876.00",89.17,Germany,Xetra,USD,0.85,--,IEFA
4540,TSUMURA,Health Care,Equity,"9,710,409.78",0.01,"9,710,409.78","411,500.00",23.6,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
7994,OKAMURA CORP,Industrials,Equity,"9,711,944.94",0.01,"9,711,944.94","610,100.00",15.92,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
2201,MORINAGA LTD,Consumer Staples,Equity,"9,701,376.42",0.01,"9,701,376.42","551,000.00",17.61,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
HOME,NEINOR HOMES SA,Consumer Discretionary,Equity,"9,669,358.71",0.01,"9,669,358.71","486,048.00",19.89,Spain,Bolsa De Madrid,USD,0.85,--,IEFA
GILT,GILAT SATELLITE NETWORKS LTD,Information Technology,Equity,"9,672,008.81",0.01,"9,672,008.81","512,764.00",18.86,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
CLA B,CLOETTA,Consumer Staples,Equity,"9,678,992.61",0.01,"9,678,992.61","1,736,212.00",5.57,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
8714,SENSHU IKEDA HOLDINGS INC,Financials,Equity,"9,650,808.53",0.01,"9,650,808.53","1,622,900.00",5.95,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
SGD,SGD CASH,Cash and/or Derivatives,Cash,"9,638,097.41",0.01,"9,638,097.41","12,248,576.00",78.69,Singapore,--,USD,1.27,--,IEFA
FOUR,4IMPRINT GROUP PLC,Communication,Equity,"9,615,050.17",0.01,"9,615,050.17","186,618.00",51.52,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
8964,FRONTIER REAL ESTATE INVESTMENT TR,Real Estate,Equity,"9,610,145.20",0.01,"9,610,145.20","17,435.00",551.2,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
6707,SANKEN ELECTRIC LTD,Information Technology,Equity,"9,555,272.29",0.01,"9,555,272.29","172,900.00",55.26,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
179,JOHNSON ELECTRIC HOLDINGS LTD,Consumer Discretionary,Equity,"9,556,235.12",0.01,"9,556,235.12","2,953,250.00",3.24,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
BETS B,BETSSON CLASS B,Consumer Discretionary,Equity,"9,530,002.68",0.01,"9,530,002.68","861,500.00",11.06,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
CEL,CELLCOM LTD,Communication,Equity,"9,505,869.43",0.01,"9,505,869.43","846,382.00",11.23,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
CRBN,CORBION NV CLASS C,Materials,Equity,"9,519,290.78",0.01,"9,519,290.78","422,063.00",22.55,Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
7014,NAMURA SHIPBUILDING LTD,Industrials,Equity,"9,521,040.03",0.01,"9,521,040.03","370,900.00",25.67,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
8361,OGAKI KYORITSU BANK LTD,Financials,Equity,"9,490,012.28",0.01,"9,490,012.28","214,600.00",44.22,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
9302,MITSUI-SOKO HOLDINGS LTD,Industrials,Equity,"9,502,394.41",0.01,"9,502,394.41","374,400.00",25.38,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
14,HYSAN DEVELOPMENT LTD,Real Estate,Equity,"9,485,682.00",0.01,"9,485,682.00","3,879,000.00",2.45,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
CIA,CHAMPION IRON LTD,Materials,Equity,"9,452,300.96",0.01,"9,452,300.96","2,693,439.00",3.51,Australia,Asx - All Markets,USD,1.4,--,IEFA
TUA,TUAS LTD,Communication,Equity,"9,452,490.36",0.01,"9,452,490.36","2,192,378.00",4.31,Australia,Asx - All Markets,USD,1.4,--,IEFA
ASKER,ASKER HEALTHCARE GROUP,Health Care,Equity,"9,439,043.46",0.01,"9,439,043.46","1,088,924.00",8.67,Sweden,Nasdaq Omx Nordic,USD,9.15,--,IEFA
3858,JIAXIN INTERNATIONAL RESOURCES INV,Materials,Equity,"9,449,072.60",0.01,"9,449,072.60","636,800.00",14.84,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
HAVAS,HAVAS NV,Communication,Equity,"9,449,998.34",0.01,"9,449,998.34","498,625.00",18.95,Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
PXA,PEXA GROUP LTD,Real Estate,Equity,"9,416,791.30",0.01,"9,416,791.30","1,042,686.00",9.03,Australia,Asx - All Markets,USD,1.4,--,IEFA
8956,NTT UD REIT INVESTMENT REIT CORP,Real Estate,Equity,"9,395,536.24",0.01,"9,395,536.24","10,593.00",886.96,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
BGA,BEGA CHEESE LTD,Consumer Staples,Equity,"9,361,030.62",0.01,"9,361,030.62","2,211,576.00",4.23,Australia,Asx - All Markets,USD,1.4,--,IEFA
5463,MARUICHI STEEL TUBE LTD,Materials,Equity,"9,363,041.67",0.01,"9,363,041.67","1,005,300.00",9.31,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
PPT,PERPETUAL LTD,Financials,Equity,"9,368,919.08",0.01,"9,368,919.08","793,776.00",11.8,Australia,Asx - All Markets,USD,1.4,--,IEFA
2127,NIHON M&A CENTER HOLDINGS INC,Financials,Equity,"9,327,281.05",0.01,"9,327,281.05","2,170,100.00",4.3,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
6804,HOSIDEN CORP,Information Technology,Equity,"9,294,658.10",0.01,"9,294,658.10","527,900.00",17.61,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
2593,ITO EN LTD,Consumer Staples,Equity,"9,299,867.71",0.01,"9,299,867.71","480,100.00",19.37,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
9119,IINO KAIUN LTD,Industrials,Equity,"9,272,370.78",0.01,"9,272,370.78","853,300.00",10.87,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
PHARM,PHARMING GROUP NV,Health Care,Equity,"9,258,020.95",0.01,"9,258,020.95","5,281,918.00",1.75,Netherlands,Euronext Amsterdam,USD,0.85,--,IEFA
PTEC,PLAYTECH PLC,Consumer Discretionary,Equity,"9,266,491.66",0.01,"9,266,491.66","1,691,949.00",5.48,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
GLPG,GALAPAGOS NV,Health Care,Equity,"9,233,770.88",0.01,"9,233,770.88","315,534.00",29.26,Belgium,Euronext Amsterdam,USD,0.85,--,IEFA
EB5,FIRST RESOURCES LTD,Consumer Staples,Equity,"9,233,823.82",0.01,"9,233,823.82","3,977,900.00",2.32,Singapore,Singapore Exchange,USD,1.27,--,IEFA
1428,BRIGHT SMART SECURITIES & COMMODIT,Financials,Equity,"9,234,988.92",0.01,"9,234,988.92","6,062,000.00",1.52,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
AFX,CARL ZEISS MEDITEC AG,Health Care,Equity,"9,238,739.07",0.01,"9,238,739.07","281,103.00",32.87,Germany,Xetra,USD,0.85,--,IEFA
2282,MGM CHINA HOLDINGS LTD,Consumer Discretionary,Equity,"9,226,391.86",0.01,"9,226,391.86","6,244,800.00",1.48,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.83,--,IEFA
ILCO,ISRAEL CORPORATION LTD,Materials,Equity,"9,187,525.59",0.01,"9,187,525.59","33,778.00",272,Israel,Tel Aviv Stock Exchange,USD,2.99,--,IEFA
7004,KANADEVIA CORP,Industrials,Equity,"9,166,217.52",0.01,"9,166,217.52","1,188,800.00",7.71,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
ASB,AUSTAL LTD,Industrials,Equity,"9,152,290.67",0.01,"9,152,290.67","2,784,087.00",3.29,Australia,Asx - All Markets,USD,1.4,--,IEFA
7581,SAIZERIYA LTD,Consumer Discretionary,Equity,"9,157,403.38",0.01,"9,157,403.38","274,800.00",33.32,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
ELM,ELEMENTIS PLC,Materials,Equity,"9,131,468.75",0.01,"9,131,468.75","4,311,971.00",2.12,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
ILS,ILS CASH,Cash and/or Derivatives,Cash,"9,098,156.53",0.01,"9,098,156.53","27,194,390.00",33.46,Israel,--,USD,2.99,--,IEFA
CVSG,CVS GROUP PLC,Health Care,Equity,"9,097,590.74",0.01,"9,097,590.74","540,361.00",16.84,United Kingdom,London Stock Exchange,USD,0.74,--,IEFA
4733,OBIC BUSINESS CONSULTANTS LTD,Information Technology,Equity,"9,102,216.76",0.01,"9,102,216.76","213,400.00",42.65,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
CIP,CENTURIA INDUSTR UNITS,Real Estate,Equity,"9,078,705.63",0,"9,078,705.63","4,239,537.00",2.14,Australia,Asx - All Markets,USD,1.4,--,IEFA
4045,TOAGOSEI LTD,Materials,Equity,"9,059,652.27",0,"9,059,652.27","805,700.00",11.24,Japan,Tokyo Stock Exchange,USD,158.75,--,IEFA
PLX,PLUXEE NV,Financials,Equity,"9,060,974.81",0,"9,060,974.81","638,787.00",14.18,France,Nyse Euronext - Euronext Paris,USD,0.85,--,IEFA
BPT,BEACH ENERGY LTD,Energy,Equity,"9,038,164.90",0,"9,038,164.90","10,694,585.00",0.85,Australia,Asx - All Markets,USD,1.4,--,IEFA
